timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], pcie.link.gen.current, pcie.link.width.current
2026/03/31 10:46:43.935, 21.39 W, 0 %, 0 %, 19689 MiB, 1, 16
2026/03/31 10:46:44.035, 21.39 W, 0 %, 0 %, 19689 MiB, 1, 16
2026/03/31 10:46:44.135, 21.39 W, 0 %, 0 %, 19689 MiB, 1, 16
2026/03/31 10:46:44.235, 21.39 W, 0 %, 0 %, 19689 MiB, 1, 16
2026/03/31 10:46:44.336, 21.39 W, 0 %, 0 %, 19689 MiB, 1, 16
2026/03/31 10:46:44.447, 21.66 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:44.547, 21.66 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:44.647, 21.66 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:44.747, 21.66 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:44.847, 77.79 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:44.948, 77.79 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.048, 77.79 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.148, 77.79 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.248, 77.79 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.348, 242.67 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.448, 242.67 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.548, 242.67 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.649, 242.67 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.749, 242.67 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.849, 323.06 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:45.949, 323.06 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.049, 323.06 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.149, 323.06 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.250, 323.06 W, 100 %, 78 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.350, 284.92 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.450, 284.92 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.551, 284.92 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.651, 284.92 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.751, 284.92 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.851, 194.74 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:46.952, 194.74 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.052, 194.74 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.152, 194.74 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.252, 194.74 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.353, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.453, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.553, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.653, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.754, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.854, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:47.954, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.055, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.155, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.255, 160.81 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.355, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.456, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.556, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.656, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.756, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.857, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:48.957, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:49.057, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:49.158, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:49.258, 125.43 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:49.358, 114.76 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:49.458, 114.76 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:49.559, 114.76 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:49.659, 114.76 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:46:49.759, 114.76 W, 0 %, 0 %, 19689 MiB, 3, 16
