timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], pcie.link.gen.current, pcie.link.width.current
2026/03/31 10:48:02.727, 24.31 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:02.827, 24.31 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:02.927, 24.31 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.028, 24.31 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.128, 24.31 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.228, 133.99 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.328, 133.99 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.428, 133.99 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.528, 133.99 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.628, 133.99 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.729, 303.03 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.829, 303.03 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:03.929, 303.03 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.029, 303.03 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.129, 303.03 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.229, 322.58 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.329, 322.58 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.430, 322.58 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.530, 322.58 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.630, 322.58 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.730, 320.09 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.830, 320.09 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:04.930, 320.09 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.030, 320.09 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.131, 320.09 W, 100 %, 70 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.231, 321.84 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.331, 321.84 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.431, 321.84 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.531, 321.84 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.631, 321.84 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.732, 320.68 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.832, 320.68 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:05.932, 320.68 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.032, 320.68 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.133, 320.68 W, 100 %, 66 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.233, 277.18 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.333, 277.18 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.433, 277.18 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.534, 277.18 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.634, 277.18 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.734, 188.91 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.834, 188.91 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:06.935, 188.91 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.035, 188.91 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.135, 188.91 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.236, 153.68 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.336, 153.68 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.436, 153.68 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.536, 153.68 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.637, 153.68 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.737, 153.68 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.837, 153.68 W, 0 %, 0 %, 19689 MiB, 3, 16
2026/03/31 10:48:07.937, 153.68 W, 0 %, 0 %, 19689 MiB, 3, 16
