timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], pcie.link.gen.current, pcie.link.width.current
2026/04/01 19:24:04.735, 95.86 W, 55 %, 25 %, 19691 MiB, 3, 16
2026/04/01 19:24:04.835, 290.17 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:04.935, 290.17 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.035, 290.17 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.135, 290.17 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.236, 290.17 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.336, 306.18 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.436, 306.18 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.536, 306.18 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.637, 306.18 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.737, 306.18 W, 100 %, 73 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.837, 222.65 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:05.938, 222.65 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.038, 222.65 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.138, 222.65 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.238, 222.65 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.339, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.439, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.539, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.639, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.740, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.840, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:06.940, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.040, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.141, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.241, 151.58 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.341, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.442, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.542, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.642, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.742, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.843, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:07.943, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.043, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.143, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.244, 127.26 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.344, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.444, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.545, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.645, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.745, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.845, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:08.946, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.046, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.146, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.246, 118.07 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.347, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.447, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.547, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.647, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.748, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.848, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:09.948, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.049, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.149, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.249, 109.29 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.349, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.450, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.550, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.650, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.750, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.851, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:10.951, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.051, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.151, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.252, 109.37 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.352, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.452, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.553, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.653, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.753, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.853, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:11.954, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.054, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.154, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.254, 109.55 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.355, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.455, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.555, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.655, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.756, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.856, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:12.956, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.057, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.157, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.257, 109.57 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.357, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.458, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.558, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.658, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.758, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.859, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:13.959, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.059, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.159, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.260, 109.42 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.360, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.460, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.561, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.661, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.761, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.861, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:14.962, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.062, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.162, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.262, 109.35 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.363, 109.36 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.463, 109.36 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.563, 109.36 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.663, 109.36 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.764, 109.36 W, 0 %, 0 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.864, 118.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:15.964, 118.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.064, 118.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.164, 118.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.264, 118.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.364, 185.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.465, 185.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.565, 185.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.665, 185.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.765, 185.44 W, 67 %, 55 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.865, 268.67 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:16.965, 268.67 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.065, 268.67 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.166, 268.67 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.266, 268.67 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.366, 290.78 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.466, 290.78 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.566, 290.78 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.666, 290.78 W, 76 %, 26 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.766, 283.32 W, 89 %, 47 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.867, 283.32 W, 89 %, 47 %, 19691 MiB, 3, 16
2026/04/01 19:24:17.967, 283.32 W, 89 %, 47 %, 19691 MiB, 3, 16
2026/04/01 19:24:18.067, 283.32 W, 89 %, 47 %, 19691 MiB, 3, 16
2026/04/01 19:24:18.167, 283.32 W, 89 %, 47 %, 19691 MiB, 3, 16
2026/04/01 19:24:18.267, 283.57 W, 89 %, 47 %, 19691 MiB, 3, 16
2026/04/01 19:24:18.367, 283.57 W, 89 %, 47 %, 19691 MiB, 3, 16
2026/04/01 19:24:18.467, 283.57 W, 89 %, 47 %, 19691 MiB, 3, 16
